College,Branch,Category,Gender,Region,Technical/Non Technical,Round,Cutoff %
Nashik Gramin Shikshan Prasarak Mandal's Brahma Valley Polytechnic Nashik,Electronics & Telecommunication Engineering,OPEN,M,Home District,Technical,1,85.8
Nashik Gramin Shikshan Prasarak Mandal's Brahma Valley Polytechnic Nashik,Electronics & Telecommunication Engineering,SC,M,Home District,Technical,1,52.2
Nashik Gramin Shikshan Prasarak Mandal's Brahma Valley Polytechnic Nashik,Electronics & Telecommunication Engineering,OBC,M,Home District,Technical,1,62.2
Nashik Gramin Shikshan Prasarak Mandal's Brahma Valley Polytechnic Nashik,Electronics & Telecommunication Engineering,OPEN,F,Home District,Technical,1,81.8
Nashik Gramin Shikshan Prasarak Mandal's Brahma Valley Polytechnic Nashik,Electronics & Telecommunication Engineering,OBC,F,Home District,Technical,1,73.8
Nashik Gramin Shikshan Prasarak Mandal's Brahma Valley Polytechnic Nashik,Electronics & Telecommunication Engineering,OPEN,M,Other Than Home District,Non Technical,1,44.4
Nashik Gramin Shikshan Prasarak Mandal's Brahma Valley Polytechnic Nashik,Electronics & Telecommunication Engineering,OPEN,F,Other Than Home District,Non Technical,1,68.6
Nashik Gramin Shikshan Prasarak Mandal's Brahma Valley Polytechnic Nashik,Electronics & Telecommunication Engineering,ST,M,Other Than Home District,Non Technical,1,70
Nashik Gramin Shikshan Prasarak Mandal's Brahma Valley Polytechnic Nashik,Electronics & Telecommunication Engineering,OPEN,M,Other Than Home District,Technical,1,73.4
Nashik Gramin Shikshan Prasarak Mandal's Brahma Valley Polytechnic Nashik,Electronics & Telecommunication Engineering,OBC,M,Other Than Home District,Technical,1,60.8
Nashik Gramin Shikshan Prasarak Mandal's Brahma Valley Polytechnic Nashik,Electronics & Telecommunication Engineering,TFWS,G,State Level,Non Technical,1,57
NDMVPS Samaj's Rajarshee Shahu Maharaj Polytechnic Nashik,Information Technology,OPEN,M,Home District,Non Technical,1,88.2
NDMVPS Samaj's Rajarshee Shahu Maharaj Polytechnic Nashik,Information Technology,SC,M,Home District,Non Technical,1,78.2
NDMVPS Samaj's Rajarshee Shahu Maharaj Polytechnic Nashik,Information Technology,ST,M,Home District,Non Technical,1,70.2
NDMVPS Samaj's Rajarshee Shahu Maharaj Polytechnic Nashik,Information Technology,NTA,M,Home District,Non Technical,1,82
NDMVPS Samaj's Rajarshee Shahu Maharaj Polytechnic Nashik,Information Technology,NTB,M,Home District,Non Technical,1,83.4
NDMVPS Samaj's Rajarshee Shahu Maharaj Polytechnic Nashik,Information Technology,NTC,M,Home District,Non Technical,1,76.6
NDMVPS Samaj's Rajarshee Shahu Maharaj Polytechnic Nashik,Information Technology,NTD,M,Home District,Non Technical,1,88.2
NDMVPS Samaj's Rajarshee Shahu Maharaj Polytechnic Nashik,Information Technology,OBC,M,Home District,Non Technical,1,88
NDMVPS Samaj's Rajarshee Shahu Maharaj Polytechnic Nashik,Information Technology,OPEN,F,Home District,Non Technical,1,88.4
NDMVPS Samaj's Rajarshee Shahu Maharaj Polytechnic Nashik,Information Technology,SC,F,Home District,Non Technical,1,82.2
NDMVPS Samaj's Rajarshee Shahu Maharaj Polytechnic Nashik,Information Technology,ST,F,Home District,Non Technical,1,72.8
NDMVPS Samaj's Rajarshee Shahu Maharaj Polytechnic Nashik,Information Technology,NTA,F,Home District,Non Technical,1,86.8
NDMVPS Samaj's Rajarshee Shahu Maharaj Polytechnic Nashik,Information Technology,NTB,F,Home District,Non Technical,1,82
NDMVPS Samaj's Rajarshee Shahu Maharaj Polytechnic Nashik,Information Technology,NTC,F,Home District,Non Technical,1,87
NDMVPS Samaj's Rajarshee Shahu Maharaj Polytechnic Nashik,Information Technology,OBC,F,Home District,Non Technical,1,88
NDMVPS Samaj's Rajarshee Shahu Maharaj Polytechnic Nashik,Information Technology,SEBC,F,Home District,Non Technical,1,74.83
NDMVPS Samaj's Rajarshee Shahu Maharaj Polytechnic Nashik,Information Technology,OPEN,M,Home District,Technical,1,90.8
NDMVPS Samaj's Rajarshee Shahu Maharaj Polytechnic Nashik,Information Technology,SC,M,Home District,Technical,1,88
NDMVPS Samaj's Rajarshee Shahu Maharaj Polytechnic Nashik,Information Technology,ST,M,Home District,Technical,1,82
NDMVPS Samaj's Rajarshee Shahu Maharaj Polytechnic Nashik,Information Technology,NTB,M,Home District,Technical,1,84.6
NDMVPS Samaj's Rajarshee Shahu Maharaj Polytechnic Nashik,Information Technology,OBC,M,Home District,Technical,1,90.6
NDMVPS Samaj's Rajarshee Shahu Maharaj Polytechnic Nashik,Information Technology,SEBC,M,Home District,Technical,1,87.8
NDMVPS Samaj's Rajarshee Shahu Maharaj Polytechnic Nashik,Information Technology,OPEN,F,Home District,Technical,1,93
NDMVPS Samaj's Rajarshee Shahu Maharaj Polytechnic Nashik,Information Technology,SC,F,Home District,Technical,1,86.2
NDMVPS Samaj's Rajarshee Shahu Maharaj Polytechnic Nashik,Information Technology,NTD,F,Home District,Technical,1,88.4
NDMVPS Samaj's Rajarshee Shahu Maharaj Polytechnic Nashik,Information Technology,OBC,F,Home District,Technical,1,90.8
NDMVPS Samaj's Rajarshee Shahu Maharaj Polytechnic Nashik,Information Technology,OPEN,M,Other Than Home District,Non Technical,1,83.8
NDMVPS Samaj's Rajarshee Shahu Maharaj Polytechnic Nashik,Information Technology,SC,M,Other Than Home District,Non Technical,1,73
NDMVPS Samaj's Rajarshee Shahu Maharaj Polytechnic Nashik,Information Technology,NTA,M,Other Than Home District,Non Technical,1,78
NDMVPS Samaj's Rajarshee Shahu Maharaj Polytechnic Nashik,Information Technology,NTB,M,Other Than Home District,Non Technical,1,77.8
NDMVPS Samaj's Rajarshee Shahu Maharaj Polytechnic Nashik,Information Technology,OBC,M,Other Than Home District,Non Technical,1,82.6
NDMVPS Samaj's Rajarshee Shahu Maharaj Polytechnic Nashik,Information Technology,OPEN,F,Other Than Home District,Non Technical,1,82.2
NDMVPS Samaj's Rajarshee Shahu Maharaj Polytechnic Nashik,Information Technology,SC,F,Other Than Home District,Non Technical,1,60.67
NDMVPS Samaj's Rajarshee Shahu Maharaj Polytechnic Nashik,Information Technology,OBC,F,Other Than Home District,Non Technical,1,81.2
NDMVPS Samaj's Rajarshee Shahu Maharaj Polytechnic Nashik,Information Technology,SC,M,Other Than Home District,Non Technical,1,77.2
NDMVPS Samaj's Rajarshee Shahu Maharaj Polytechnic Nashik,Information Technology,NTC,M,Other Than Home District,Non Technical,1,74.2
NDMVPS Samaj's Rajarshee Shahu Maharaj Polytechnic Nashik,Information Technology,NTD,F,Other Than Home District,Non Technical,1,87.4
NDMVPS Samaj's Rajarshee Shahu Maharaj Polytechnic Nashik,Information Technology,OPEN,M,Other Than Home District,Technical,1,88
NDMVPS Samaj's Rajarshee Shahu Maharaj Polytechnic Nashik,Information Technology,SC,M,Other Than Home District,Technical,1,76.8
NDMVPS Samaj's Rajarshee Shahu Maharaj Polytechnic Nashik,Information Technology,OPEN,F,Other Than Home District,Technical,1,89.6
NDMVPS Samaj's Rajarshee Shahu Maharaj Polytechnic Nashik,Information Technology,OBC,F,Other Than Home District,Technical,1,87.6
NDMVPS Samaj's Rajarshee Shahu Maharaj Polytechnic Nashik,Information Technology,NTC,M,Other Than Home District,Technical,1,67.5
NDMVPS Samaj's Rajarshee Shahu Maharaj Polytechnic Nashik,Information Technology,ST,M,Other Than Home District,Technical,1,79.8
NDMVPS Samaj's Rajarshee Shahu Maharaj Polytechnic Nashik,Information Technology,SEBC,M,Other Than Home District,Technical,1,79.2
NDMVPS Samaj's Rajarshee Shahu Maharaj Polytechnic Nashik,Information Technology,EWS,G,State Level,Non Technical,1,79
NDMVPS Samaj's Rajarshee Shahu Maharaj Polytechnic Nashik,Information Technology,TFWS,G,State Level,Non Technical,1,90.8
NDMVPS Samaj's Rajarshee Shahu Maharaj Polytechnic Nashik,Computer Technology,OPEN,M,Home District,Non Technical,1,89.2
NDMVPS Samaj's Rajarshee Shahu Maharaj Polytechnic Nashik,Computer Technology,SC,M,Home District,Non Technical,1,78.2
NDMVPS Samaj's Rajarshee Shahu Maharaj Polytechnic Nashik,Computer Technology,ST,M,Home District,Non Technical,1,61.33
NDMVPS Samaj's Rajarshee Shahu Maharaj Polytechnic Nashik,Computer Technology,NTA,M,Home District,Non Technical,1,80
NDMVPS Samaj's Rajarshee Shahu Maharaj Polytechnic Nashik,Computer Technology,NTB,M,Home District,Non Technical,1,85.8
NDMVPS Samaj's Rajarshee Shahu Maharaj Polytechnic Nashik,Computer Technology,NTC,M,Home District,Non Technical,1,79.8
NDMVPS Samaj's Rajarshee Shahu Maharaj Polytechnic Nashik,Computer Technology,NTD,M,Home District,Non Technical,1,89
NDMVPS Samaj's Rajarshee Shahu Maharaj Polytechnic Nashik,Computer Technology,OBC,M,Home District,Non Technical,1,88.6
NDMVPS Samaj's Rajarshee Shahu Maharaj Polytechnic Nashik,Computer Technology,SEBC,M,Home District,Non Technical,1,73.2
NDMVPS Samaj's Rajarshee Shahu Maharaj Polytechnic Nashik,Computer Technology,OPEN,F,Home District,Non Technical,1,90.4
NDMVPS Samaj's Rajarshee Shahu Maharaj Polytechnic Nashik,Computer Technology,SC,F,Home District,Non Technical,1,81.4
NDMVPS Samaj's Rajarshee Shahu Maharaj Polytechnic Nashik,Computer Technology,ST,F,Home District,Non Technical,1,58.2
NDMVPS Samaj's Rajarshee Shahu Maharaj Polytechnic Nashik,Computer Technology,NTA,F,Home District,Non Technical,1,81.8
NDMVPS Samaj's Rajarshee Shahu Maharaj Polytechnic Nashik,Computer Technology,NTB,F,Home District,Non Technical,1,87.8
NDMVPS Samaj's Rajarshee Shahu Maharaj Polytechnic Nashik,Computer Technology,NTC,F,Home District,Non Technical,1,85.8
NDMVPS Samaj's Rajarshee Shahu Maharaj Polytechnic Nashik,Computer Technology,NTD,F,Home District,Non Technical,1,88.4
NDMVPS Samaj's Rajarshee Shahu Maharaj Polytechnic Nashik,Computer Technology,OBC,F,Home District,Non Technical,1,88.6
NDMVPS Samaj's Rajarshee Shahu Maharaj Polytechnic Nashik,Computer Technology,SEBC,F,Home District,Non Technical,1,81
NDMVPS Samaj's Rajarshee Shahu Maharaj Polytechnic Nashik,Computer Technology,OPEN,M,Home District,Technical,1,83.2
NDMVPS Samaj's Rajarshee Shahu Maharaj Polytechnic Nashik,Computer Technology,OPEN,F,Home District,Technical,1,83.2
NDMVPS Samaj's Rajarshee Shahu Maharaj Polytechnic Nashik,Computer Technology,OPEN,M,Home District,Technical,1,92.8
NDMVPS Samaj's Rajarshee Shahu Maharaj Polytechnic Nashik,Computer Technology,SC,M,Home District,Technical,1,86
NDMVPS Samaj's Rajarshee Shahu Maharaj Polytechnic Nashik,Computer Technology,NTB,M,Home District,Technical,1,88.4
NDMVPS Samaj's Rajarshee Shahu Maharaj Polytechnic Nashik,Computer Technology,OBC,M,Home District,Technical,1,91.8
NDMVPS Samaj's Rajarshee Shahu Maharaj Polytechnic Nashik,Computer Technology,SEBC,M,Home District,Technical,1,89.6
NDMVPS Samaj's Rajarshee Shahu Maharaj Polytechnic Nashik,Computer Technology,SC,F,Home District,Technical,1,89
NDMVPS Samaj's Rajarshee Shahu Maharaj Polytechnic Nashik,Computer Technology,ST,F,Home District,Technical,1,65.4
NDMVPS Samaj's Rajarshee Shahu Maharaj Polytechnic Nashik,Computer Technology,SEBC,F,Home District,Technical,1,86.6
NDMVPS Samaj's Rajarshee Shahu Maharaj Polytechnic Nashik,Computer Technology,OPEN,M,Other Than Home District,Non Technical,1,85.8
NDMVPS Samaj's Rajarshee Shahu Maharaj Polytechnic Nashik,Computer Technology,NTA,M,Other Than Home District,Non Technical,1,82
NDMVPS Samaj's Rajarshee Shahu Maharaj Polytechnic Nashik,Computer Technology,NTB,M,Other Than Home District,Non Technical,1,77.2
NDMVPS Samaj's Rajarshee Shahu Maharaj Polytechnic Nashik,Computer Technology,NTC,M,Other Than Home District,Non Technical,1,80.4
NDMVPS Samaj's Rajarshee Shahu Maharaj Polytechnic Nashik,Computer Technology,NTD,M,Other Than Home District,Non Technical,1,80.8
NDMVPS Samaj's Rajarshee Shahu Maharaj Polytechnic Nashik,Computer Technology,OBC,M,Other Than Home District,Non Technical,1,84.67
NDMVPS Samaj's Rajarshee Shahu Maharaj Polytechnic Nashik,Computer Technology,OPEN,F,Other Than Home District,Non Technical,1,86
NDMVPS Samaj's Rajarshee Shahu Maharaj Polytechnic Nashik,Computer Technology,OBC,F,Other Than Home District,Non Technical,1,83
NDMVPS Samaj's Rajarshee Shahu Maharaj Polytechnic Nashik,Computer Technology,SC,M,Other Than Home District,Non Technical,1,75.6
NDMVPS Samaj's Rajarshee Shahu Maharaj Polytechnic Nashik,Computer Technology,ST,M,Other Than Home District,Non Technical,1,50.6
NDMVPS Samaj's Rajarshee Shahu Maharaj Polytechnic Nashik,Computer Technology,SEBC,M,Other Than Home District,Non Technical,1,69
NDMVPS Samaj's Rajarshee Shahu Maharaj Polytechnic Nashik,Computer Technology,SC,F,Other Than Home District,Non Technical,1,76.8
NDMVPS Samaj's Rajarshee Shahu Maharaj Polytechnic Nashik,Computer Technology,NTC,F,Other Than Home District,Non Technical,1,78.4
NDMVPS Samaj's Rajarshee Shahu Maharaj Polytechnic Nashik,Computer Technology,SEBC,F,Other Than Home District,Non Technical,1,72.67
NDMVPS Samaj's Rajarshee Shahu Maharaj Polytechnic Nashik,Computer Technology,OPEN,M,Other Than Home District,Technical,1,88.8
NDMVPS Samaj's Rajarshee Shahu Maharaj Polytechnic Nashik,Computer Technology,SC,M,Other Than Home District,Technical,1,74.6
NDMVPS Samaj's Rajarshee Shahu Maharaj Polytechnic Nashik,Computer Technology,SEBC,M,Other Than Home District,Technical,1,85.6
NDMVPS Samaj's Rajarshee Shahu Maharaj Polytechnic Nashik,Computer Technology,OPEN,F,Other Than Home District,Technical,1,90
NDMVPS Samaj's Rajarshee Shahu Maharaj Polytechnic Nashik,Computer Technology,OBC,F,Other Than Home District,Technical,1,88.4
NDMVPS Samaj's Rajarshee Shahu Maharaj Polytechnic Nashik,Computer Technology,NTA,M,Other Than Home District,Technical,1,90
NDMVPS Samaj's Rajarshee Shahu Maharaj Polytechnic Nashik,Computer Technology,EWS,G,State Level,Non Technical,1,71.67
NDMVPS Samaj's Rajarshee Shahu Maharaj Polytechnic Nashik,Computer Technology,TFWS,G,State Level,Non Technical,1,92
NDMVPS Samaj's Rajarshee Shahu Maharaj Polytechnic Nashik,Electrical Engineering,OPEN,M,Home District,Non Technical,1,83
NDMVPS Samaj's Rajarshee Shahu Maharaj Polytechnic Nashik,Electrical Engineering,SC,M,Home District,Non Technical,1,78.2
NDMVPS Samaj's Rajarshee Shahu Maharaj Polytechnic Nashik,Electrical Engineering,ST,M,Home District,Non Technical,1,53.5
NDMVPS Samaj's Rajarshee Shahu Maharaj Polytechnic Nashik,Electrical Engineering,NTB,M,Home District,Non Technical,1,80
NDMVPS Samaj's Rajarshee Shahu Maharaj Polytechnic Nashik,Electrical Engineering,NTC,M,Home District,Non Technical,1,68.4
NDMVPS Samaj's Rajarshee Shahu Maharaj Polytechnic Nashik,Electrical Engineering,OBC,M,Home District,Non Technical,1,82.4
NDMVPS Samaj's Rajarshee Shahu Maharaj Polytechnic Nashik,Electrical Engineering,OPEN,F,Home District,Non Technical,1,83.8
NDMVPS Samaj's Rajarshee Shahu Maharaj Polytechnic Nashik,Electrical Engineering,SC,F,Home District,Non Technical,1,64
NDMVPS Samaj's Rajarshee Shahu Maharaj Polytechnic Nashik,Electrical Engineering,NTD,F,Home District,Non Technical,1,78.6
NDMVPS Samaj's Rajarshee Shahu Maharaj Polytechnic Nashik,Electrical Engineering,OBC,F,Home District,Non Technical,1,82.2
NDMVPS Samaj's Rajarshee Shahu Maharaj Polytechnic Nashik,Electrical Engineering,SEBC,F,Home District,Non Technical,1,68
NDMVPS Samaj's Rajarshee Shahu Maharaj Polytechnic Nashik,Electrical Engineering,OPEN,M,Home District,Technical,1,72.8
NDMVPS Samaj's Rajarshee Shahu Maharaj Polytechnic Nashik,Electrical Engineering,OPEN,F,Home District,Technical,1,73
NDMVPS Samaj's Rajarshee Shahu Maharaj Polytechnic Nashik,Electrical Engineering,OBC,M,Home District,Technical,1,88
NDMVPS Samaj's Rajarshee Shahu Maharaj Polytechnic Nashik,Electrical Engineering,SEBC,M,Home District,Technical,1,75.8
NDMVPS Samaj's Rajarshee Shahu Maharaj Polytechnic Nashik,Electrical Engineering,SC,F,Home District,Technical,1,71.8
NDMVPS Samaj's Rajarshee Shahu Maharaj Polytechnic Nashik,Electrical Engineering,OPEN,M,Other Than Home District,Non Technical,1,71.8
NDMVPS Samaj's Rajarshee Shahu Maharaj Polytechnic Nashik,Electrical Engineering,SC,M,Other Than Home District,Non Technical,1,75.8
NDMVPS Samaj's Rajarshee Shahu Maharaj Polytechnic Nashik,Electrical Engineering,NTD,M,Other Than Home District,Non Technical,1,82.2
NDMVPS Samaj's Rajarshee Shahu Maharaj Polytechnic Nashik,Electrical Engineering,OBC,M,Other Than Home District,Non Technical,1,81.8
NDMVPS Samaj's Rajarshee Shahu Maharaj Polytechnic Nashik,Electrical Engineering,OPEN,F,Other Than Home District,Non Technical,1,82
NDMVPS Samaj's Rajarshee Shahu Maharaj Polytechnic Nashik,Electrical Engineering,OBC,F,Other Than Home District,Non Technical,1,82
NDMVPS Samaj's Rajarshee Shahu Maharaj Polytechnic Nashik,Electrical Engineering,OPEN,M,Other Than Home District,Technical,1,65.4
NDMVPS Samaj's Rajarshee Shahu Maharaj Polytechnic Nashik,Electrical Engineering,OBC,M,Other Than Home District,Technical,1,76.8
NDMVPS Samaj's Rajarshee Shahu Maharaj Polytechnic Nashik,Electrical Engineering,NTC,M,Home District,Technical,1,71
